Country,Job Title,Age,Quantity,Percentage
France,Geographic Information Systems Data Administrator (GIS Data Administrator),50,1,0.01%
France,Geographic Information Systems Data Specialist (GIS Data Specialist),18,1,0.01%
France,Geographic Information Systems Data Manager (GIS Data Manager),57,1,0.01%
France,Geographic Information Systems Data Manager (GIS Data Manager),54,1,0.01%
France,Geographic Information Systems Data Manager (GIS Data Manager),43,1,0.01%
France,Geographic Information Systems Data Manager (GIS Data Manager),41,1,0.01%
France,Geographic Information Systems Data Manager (GIS Data Manager),33,1,0.01%
France,Geographic Information Systems Data Manager (GIS Data Manager),32,1,0.01%
France,Geographic Information Systems Data Administrator (GIS Data Administrator),55,1,0.01%
France,Electronic Data Processing Auditor (EDP Auditor),29,1,0.01%
France,Electronic Data Interchange System Developer (EDI System Developer),50,1,0.01%
France,Database Software Technician,44,1,0.01%
France,Database Specialist,51,1,0.01%
France,Database Tester,59,1,0.01%
France,Database Tester,44,1,0.01%
France,Database Tester,43,1,0.01%
France,Database Tester,42,1,0.01%
France,Database Tester,41,1,0.01%
France,Database Tester,40,1,0.01%
France,Database Tester,39,1,0.01%
France,Database Specialist,52,1,0.01%
France,Database Specialist,50,1,0.01%
France,Databases Computer Consultant,33,1,0.01%
France,Database Specialist,48,1,0.01%
France,Database Specialist,43,1,0.01%
France,Database Specialist,38,1,0.01%
France,Database Specialist,37,1,0.01%
France,Database Specialist,35,1,0.01%
France,Database Software Technician,56,1,0.01%
France,Database Software Technician,51,1,0.01%
France,Database Software Technician,46,1,0.01%
France,Databases Computer Consultant,28,1,0.01%
France,Databases Computer Consultant,38,1,0.01%
France,Electronic Data Interchange System Developer (EDI System Developer),46,1,0.01%
France,Director of Data Operations,28,1,0.01%
France,Electronic Data Interchange System Developer (EDI System Developer),44,1,0.01%
France,Electronic Data Interchange System Developer (EDI System Developer),42,1,0.01%
France,Electronic Data Interchange System Developer (EDI System Developer),39,1,0.01%
France,Electronic Data Interchange System Developer (EDI System Developer),28,1,0.01%
France,Electronic Data Interchange System Developer (EDI System Developer),22,1,0.01%
France,Director of Data Operations,53,1,0.01%
France,Director of Data Operations,51,1,0.01%
France,Director of Data Operations,45,1,0.01%
France,Director of Data Operations,27,1,0.01%
France,Databases Computer Consultant,42,1,0.01%
France,Director of Data Operations,26,1,0.01%
France,Director of Data Operations,24,1,0.01%
France,Datastage Developer,31,1,0.01%
France,Databases Software Consultant,46,1,0.01%
France,Databases Software Consultant,43,1,0.01%
France,Databases Software Consultant,28,1,0.01%
France,Databases Software Consultant,24,1,0.01%
France,Databases Computer Consultant,44,1,0.01%
Finland,No Full-Time Job,57,1,0.01%
Finland,No Full-Time Job,53,1,0.01%
Italy,"Naval Tactical Data System--Combat Information Center Watch Officer, General",40,1,0.01%
Belgium,Geographic Information Systems Data Specialist (GIS Data Specialist),33,1,0.01%
Bulgaria,Data Warehouse Architect,37,1,0.01%
Bulgaria,Data Warehouse Architect,27,1,0.01%
Bulgaria,Data Warehouse Architect,25,1,0.01%
Bulgaria,Data Systems Manager,31,1,0.01%
Bulgaria,Data Storage Specialist,47,1,0.01%
Bulgaria,Data Security Analyst,23,1,0.01%
Bulgaria,Data Security Administrator,40,1,0.01%
Bulgaria,Data Reduction Technician,35,1,0.01%
Bulgaria,Data Recovery Planner,48,1,0.01%
Bulgaria,Data Processing Systems Analyst,49,1,0.01%
Bulgaria,Data Processing Systems Analyst,24,1,0.01%
Bulgaria,Data Processing Manager,62,1,0.01%
Bulgaria,Data Processing Manager,59,1,0.01%
Bulgaria,Data Processing Manager,41,1,0.01%
Bulgaria,Data Processing Auditor,53,1,0.01%
Bulgaria,Data Processing Auditor,46,1,0.01%
Bulgaria,Data Operations Director,58,1,0.01%
Bulgaria,Data Officer,45,1,0.01%
Bulgaria,Data Modeling Specialist,48,1,0.01%
Bulgaria,Data Warehouse Developer,43,1,0.01%
Bulgaria,Data Warehouse Developer,44,1,0.01%
Bulgaria,Data Warehouse Specialist,24,1,0.01%
Bulgaria,Database Analyst,32,1,0.01%
Bulgaria,Database Modeler,38,1,0.01%
Bulgaria,Database Development Project Manager,25,1,0.01%
Bulgaria,Database Designer,37,1,0.01%
Bulgaria,Database Designer,25,1,0.01%
Bulgaria,Database Design Analyst,19,1,0.01%
Bulgaria,Database Coordinator,40,1,0.01%
Bulgaria,Database Consultant,53,1,0.01%
Bulgaria,Database Architect,56,1,0.01%
Bulgaria,Database Administration Manager,47,1,0.01%
Bulgaria,Data Warehouse Specialist,26,1,0.01%
Bulgaria,Database Administration Associate,34,1,0.01%
Bulgaria,Database Administration Associate,27,1,0.01%
Bulgaria,Data Warehousing Specialist,46,1,0.01%
Bulgaria,Data Warehousing Specialist,40,1,0.01%
Bulgaria,Data Warehousing Engineer,41,1,0.01%
Bulgaria,Data Warehouse Specialist,41,1,0.01%
Bulgaria,Data Warehouse Specialist,39,1,0.01%
Bulgaria,Data Warehouse Specialist,36,1,0.01%
Bulgaria,Data Miner,44,1,0.01%
Bulgaria,Data Miner,25,1,0.01%
Bulgaria,Data Management Information Technology Specialist,25,1,0.01%
Belgium,No Full-Time Job,34,1,0.01%
Belgium,No Full-Time Job,59,1,0.01%
Belgium,No Full-Time Job,49,1,0.01%
Belgium,No Full-Time Job,41,1,0.01%
Belgium,No Full-Time Job,40,1,0.01%
Belgium,No Full-Time Job,39,1,0.01%
Belgium,No Full-Time Job,38,1,0.01%
Belgium,No Full-Time Job,36,1,0.01%
Belgium,No Full-Time Job,35,1,0.01%
Belgium,No Full-Time Job,33,1,0.01%
Belgium,Oracle Database Administrator (Oracle DBA),48,1,0.01%
Belgium,No Full-Time Job,15,1,0.01%
Belgium,Medical Data Analyst,47,1,0.01%
Belgium,Marketing Database Analyst,44,1,0.01%
Belgium,Log Data Technician,45,1,0.01%
Belgium,Health Data Analyst,47,1,0.01%
Belgium,Health Data Analyst,42,1,0.01%
Belgium,Health Data Analyst,16,1,0.01%
Belgium,Head of Information Systems and Data Processing,40,1,0.01%
Belgium,No Full-Time Job,62,1,0.01%
Belgium,Reference Data Expert,36,1,0.01%
Bulgaria,Data Management Associate,27,1,0.01%
Bulgaria,Data Architect,26,1,0.01%
Bulgaria,Data Coordinator,38,1,0.01%
Bulgaria,Data Control Assistant,24,1,0.01%
Bulgaria,Data Compiler,26,1,0.01%
Bulgaria,Data Communications Analyst,39,1,0.01%
Bulgaria,Data Center Operator,25,1,0.01%
Bulgaria,Data Center Manager,46,1,0.01%
Bulgaria,Data Base Design Analyst,43,1,0.01%
Bulgaria,Data Architect,40,1,0.01%
Bulgaria,Data Administrator,24,1,0.01%
Belgium,SQL Database Administrator,40,1,0.01%
Bulgaria,Data Administrator,22,1,0.01%
Bulgaria,Data Abstractor,24,1,0.01%
Bulgaria,Computer or Data Processing Systems Consultant,46,1,0.01%
Bulgaria,Clinical Data Manager,40,1,0.01%
Bulgaria,Clinical Data Management Associate Director,41,1,0.01%
Bulgaria,Business Database Analyst,40,1,0.01%
Bulgaria,Automatic Data Processing Planner (ADP Planner),60,1,0.01%
Bulgaria,Automatic Data Processing Planner,52,1,0.01%
Bulgaria,Database Modeler,41,1,0.01%
Bulgaria,Database Security Administrator,33,1,0.01%
Bulgaria,Database Security Expert,36,1,0.01%
Croatia,Data Management Associate,34,1,0.01%
Croatia,Data Security Administrator,40,1,0.01%
Croatia,Data Security Administrator,24,1,0.01%
Croatia,Data Processing Systems Project Planner,43,1,0.01%
Croatia,Data Processing Manager,26,1,0.01%
Croatia,Data Operations Director,47,1,0.01%
Croatia,Data Officer,44,1,0.01%
Croatia,Data Modeling Specialist,40,1,0.01%
Croatia,Data Management Information Technology Specialist,46,1,0.01%
Croatia,Data Entry Associate,61,1,0.01%
Croatia,Data Storage Specialist,48,1,0.01%
Croatia,Data Coordinator,54,1,0.01%
Croatia,Data Analysis Assistant,35,1,0.01%
Croatia,Data Administrator,29,1,0.01%
Croatia,Computer or Data Processing Systems Consultant,64,1,0.01%
Croatia,Computer or Data Processing Systems Consultant,19,1,0.01%
Croatia,Clinical Data Management Associate Director,40,1,0.01%
Croatia,Clinical Data Abstractor,33,1,0.01%
Croatia,Automatic Data Processing Customer Liaison (ADP Customer Liaison),48,1,0.01%
Croatia,Data Storage Specialist,29,1,0.01%
Croatia,Data Systems Manager,42,1,0.01%
Bulgaria,SQL Database Administrator,39,1,0.01%
Croatia,Database Security Administrator,26,1,0.01%
Croatia,Geographic Information Systems Data Administrator (GIS Data Administrator),25,1,0.01%
Croatia,"Engineer, System Electronic Data Processing (Engineer, System EDP)",33,1,0.01%
Croatia,Electronic Data Interchange System Developer (EDI System Developer),41,1,0.01%
Croatia,Database Tester,58,1,0.01%
Croatia,Database Specialist,60,1,0.01%
Croatia,Database Security Expert,45,1,0.01%
Croatia,Database Security Administrator,41,1,0.01%
Croatia,Database Security Administrator,30,1,0.01%
Croatia,Database Modeler,44,1,0.01%
Croatia,Data Systems Manager,49,1,0.01%
Croatia,Database Modeler,42,1,0.01%
Croatia,Database Engineer,40,1,0.01%
Croatia,Database Designer,43,1,0.01%
Croatia,Database Design Analyst,42,1,0.01%
Croatia,Database Design Analyst,22,1,0.01%
Croatia,Database Coordinator,42,1,0.01%
Croatia,Data Warehouse Specialist,41,1,0.01%
Croatia,Data Warehouse Developer,28,1,0.01%
Bulgaria,Survey Data Technician,39,1,0.01%
Bulgaria,SQL Database Administrator,31,1,0.01%
Bulgaria,Database Software Technician,33,1,0.01%
Bulgaria,Geographic Information Systems Data Manager (GIS Data Manager),25,1,0.01%
Bulgaria,Head of Information Systems and Data Processing,47,1,0.01%
Bulgaria,Head of Information Systems and Data Processing,45,1,0.01%
Bulgaria,Geographic Information Systems Database Administrator (GIS Database Administrator),58,1,0.01%
Bulgaria,Geographic Information Systems Database Administrator (GIS Database Administrator),51,1,0.01%
Bulgaria,Geographic Information Systems Data Specialist (GIS Data Specialist),45,1,0.01%
Bulgaria,Geographic Information Systems Data Specialist (GIS Data Specialist),42,1,0.01%
Bulgaria,Geographic Information Systems Data Specialist (GIS Data Specialist),38,1,0.01%
Bulgaria,Geographic Information Systems Data Specialist (GIS Data Specialist),29,1,0.01%
Bulgaria,Geographic Information Systems Data Administrator (GIS Data Administrator),42,1,0.01%
Bulgaria,Internet Database Specialist,27,1,0.01%
Bulgaria,"Engineer, System Electronic Data Processing (Engineer, System EDP)",40,1,0.01%
Bulgaria,"Engineer, System Electronic Data Processing (Engineer, System EDP)",29,1,0.01%
Bulgaria,"Engineer, System Electronic Data Processing (Engineer, System EDP)",28,1,0.01%
Bulgaria,Electronic Data Processing Auditor (EDP Auditor),29,1,0.01%
Bulgaria,Director of Data Operations,37,1,0.01%
Bulgaria,Database Tester,42,1,0.01%
Bulgaria,Database Tester,30,1,0.01%
Bulgaria,Database Software Technician,54,1,0.01%
Bulgaria,Head of Information Systems and Data Processing,60,1,0.01%
Bulgaria,Internet Database Specialist,45,1,0.01%
Bulgaria,SCADA Technician (Supervisory Control and Data Acquisition Technician),43,1,0.01%
Bulgaria,No Full-Time Job,33,1,0.01%
Bulgaria,No Full-Time Job,61,1,0.01%
Bulgaria,No Full-Time Job,58,1,0.01%
Bulgaria,No Full-Time Job,56,1,0.01%
Bulgaria,No Full-Time Job,54,1,0.01%
Bulgaria,No Full-Time Job,42,1,0.01%
Bulgaria,No Full-Time Job,39,1,0.01%
Bulgaria,No Full-Time Job,38,1,0.01%
Bulgaria,No Full-Time Job,35,1,0.01%
Bulgaria,No Full-Time Job,29,1,0.01%
Bulgaria,Internet Database Specialist,46,1,0.01%
Bulgaria,No Full-Time Job,27,1,0.01%
Bulgaria,No Full-Time Job,26,1,0.01%
Bulgaria,No Full-Time Job,21,1,0.01%
Bulgaria,No Full-Time Job,17,1,0.01%
Bulgaria,No Full-Time Job,16,1,0.01%
Bulgaria,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller",47,1,0.01%
Bulgaria,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller",40,1,0.01%
Bulgaria,Internet Database Specialist,53,1,0.01%
Belgium,Geographic Information Systems Data Specialist (GIS Data Specialist),41,1,0.01%
Belgium,Geographic Information Systems Data Manager (GIS Data Manager),52,1,0.01%
Finland,No Full-Time Job,52,1,0.01%
Belgium,Geographic Information Systems Data Manager (GIS Data Manager),43,1,0.01%
Austria,Geographic Information Systems Data Manager (GIS Data Manager),47,1,0.01%
Austria,Geographic Information Systems Data Administrator (GIS Data Administrator),46,1,0.01%
Austria,GPS Field Data Collector (Global Positioning System Field Data Collector),33,1,0.01%
Austria,Field Artillery Automated Tactical Data System Specialist,34,1,0.01%
Austria,Electronic Data Processing Auditor (EDP Auditor),29,1,0.01%
Austria,Director of Data Operations,43,1,0.01%
Austria,Databases Computer Consultant,30,1,0.01%
Austria,Database Software Technician,53,1,0.01%
Austria,Database Software Technician,23,1,0.01%
Austria,Database Security Expert,50,1,0.01%
Austria,Database Security Administrator,62,1,0.01%
Austria,Database Security Administrator,29,1,0.01%
Austria,Database Security Administrator,15,1,0.01%
Austria,Database Modeler,29,1,0.01%
Austria,Database Marketing Analyst,34,1,0.01%
Austria,Database Manager,23,1,0.01%
Austria,Database Engineer,38,1,0.01%
Austria,Database Engineer,18,1,0.01%
Austria,Database Development and Administration Project Manager,25,1,0.01%
Austria,Geographic Information Systems Data Specialist (GIS Data Specialist),26,1,0.01%
Austria,Geographic Information Systems Database Administrator (GIS Database Administrator),24,1,0.01%
Austria,Geographic Information Systems Database Administrator (GIS Database Administrator),34,1,0.01%
Austria,No Full-Time Job,23,1,0.01%
Austria,No Full-Time Job,39,1,0.01%
Austria,No Full-Time Job,38,1,0.01%
Austria,No Full-Time Job,37,1,0.01%
Austria,No Full-Time Job,34,1,0.01%
Austria,No Full-Time Job,33,1,0.01%
Austria,No Full-Time Job,32,1,0.01%
Austria,No Full-Time Job,28,1,0.01%
Austria,No Full-Time Job,24,1,0.01%
Austria,No Full-Time Job,22,1,0.01%
Austria,Geographic Information Systems Database Administrator (GIS Database Administrator),37,1,0.01%
Austria,No Full-Time Job,21,1,0.01%
Austria,No Full-Time Job,19,1,0.01%
Austria,No Full-Time Job,18,1,0.01%
Austria,"Naval Tactical Data System--Combat Information Center Watch Officer, General",27,1,0.01%
Austria,"Naval Tactical Data System--Combat Information Center Watch Officer, General",20,1,0.01%
Austria,Maintenance Data Analyst,45,1,0.01%
Austria,Internet Database Specialist,20,1,0.01%
Austria,Geographic Information Systems Database Administrator (GIS Database Administrator),40,1,0.01%
Austria,Database Developer,41,1,0.01%
Austria,Database Design Analyst,27,1,0.01%
Austria,Database Coordinator,51,1,0.01%
Austria,Data Administrator,36,1,0.01%
Austria,Data Entry Representative,35,1,0.01%
Austria,Data Coordinator,46,1,0.01%
Austria,Data Coordinator,45,1,0.01%
Austria,Data Communications Software Consultant,46,1,0.01%
Austria,Data Communications Software Consultant,25,1,0.01%
Austria,Data Coder Operator,48,1,0.01%
Austria,Data Base Design Analyst,41,1,0.01%
Austria,Data Base Design Analyst,29,1,0.01%
Austria,Crime Data Specialist,49,1,0.01%
Austria,Data Keyer,52,1,0.01%
Austria,Computer or Data Processing Systems Consultant,65,1,0.01%
Austria,Computer or Data Processing Systems Consultant,42,1,0.01%
Austria,Computer or Data Processing Systems Consultant,27,1,0.01%
Austria,Clinical Data Specialist,39,1,0.01%
Austria,Automatic Data Processing Systems Security Specialist (ADP Systems Security),47,1,0.01%
